"ltv","gender","max_cover","count_cover","count_res","av_res","visits","portal","cardtype","experiencelevel","careerfield"
137.15,"Blank",3849,8,8,3073,9,"3","Visa","Entry Level","Marketing, Advertising and PR"
1.95,"Blank",1168,1,1,4605,2,"3","Visa","Entry Level","Nursing"
71.85,"Blank",2198,2,7,609,1,"3","Visa","Experienced","Nursing"
2.95,"Blank",1476,1,1,2543,20,"3","Visa","Entry Level","Performing Arts"
1.95,"Blank",1606,1,1,3298,8,"6","Visa","Entry Level","Healthcare"
34.95,"Blank",1261,2,4,2026,1,"3","Visa","Experienced","Law Enforcement and Security"
2.95,"F",2041,1,1,1190,22,"3","Mastercard","Student","Business"
2.95,"Blank",2463,3,2,1554,1,"3","Visa","Entry Level","Food and Beverage"
2.95,"Blank",2316,2,2,3867,2,"3","Visa","Manager","Retail"
352.45,"Blank",1576,1,3,2485,14,"3","Visa","Entry Level","Administrative Support"
110.35,"Blank",2073,1,1,1154,1,"16","Mastercard","Entry Level","Customer Service"
5.9,"Blank",2339,2,7,567,2,"3","Visa","Experienced","Management"
180.65,"Blank",2522,1,5,836,1,"3","Visa","Entry Level","Science"
41.75,"Blank",2182,3,1,3410,3,"3","Visa","Manager","Retail"
69.9,"Blank",2178,1,11,1739,3,"3","Visa","Experienced","Skilled Trades"
5.9,"Blank",1998,1,4,995,2,"3","Visa","Entry Level","Banking and Financial Services"
1.95,"Blank",1622,1,1,4689,1,"3","Mastercard","Experienced","Administrative Support"
5.9,"Blank",2863,2,2,1705,5,"5","Visa","Experienced","Healthcare"
38.9,"Blank",2924,4,4,1885,3,"3","Visa","Experienced","Healthcare"
24.9,"Blank",1383,1,3,3268,3,"13","Visa","Experienced","Computers and Technology"
1.95,"M",1347,1,1,3104,26,"3","Visa","Experienced","Entertainment and Media"
1,"Blank",1711,1,1,2185,2,"16","Visa","Experienced","Banking and Financial Services"
353.45,"Blank",3091,17,42,4581,8,"4","American Express","Entry Level","Marketing, Advertising and PR"
497.2,"Blank",2219,5,14,1212,151,"3","Mastercard","Experienced","Administrative Support"
37.9,"Blank",969,1,3,1220,8,"3","Visa","Entry Level","Sales"
1.95,"Blank",2146,2,5,6908,5,"3","Visa","Experienced","Customer Service"
9.01,"Blank",1922,1,5,4000,9,"3","Mastercard","Experienced","Human Resources"
177.7,"F",2203,3,7,1894,9,"3","Visa","Experienced","Accounting and Finance"
6.9,"Blank",2813,1,4,1620,4,"3","Mastercard","Entry Level","Administrative Support"
72.85,"Blank",1590,1,3,1837,4,"3","Visa","Entry Level","Accounting and Finance"
603.05,"Blank",1697,3,3,6019,10,"7","Mastercard","Experienced","Healthcare"
2.95,"Blank",1746,2,4,2633,2,"3","Visa","Experienced","Government"
2.95,"Blank",1643,2,5,1762,1,"3","Mastercard","Experienced","Customer Service"
1.95,"Blank",2342,13,1,4050,1,"3","Visa","Experienced","Skilled Trades"
1.95,"Blank",2042,1,2,4536,3,"3","Visa","Experienced","Healthcare"
121.35,"Blank",2187,2,1,2070,5,"3","Visa","Manager","Marketing, Advertising and PR"
2.95,"Blank",1739,1,1,6444,2,"18","Visa","Entry Level","Transportation and Distribution"
3.9,"Blank",1525,1,12,1915,1,"3","Mastercard","Entry Level","Engineering"
2.95,"Blank",2833,6,2,1498,13,"5","Visa","Experienced","Construction"
399.95,"F",2830,2,3,907,6,"3","Visa","Experienced","Banking and Financial Services"
2.95,"Blank",2104,1,33,1127,9,"3","Visa","Entry Level","Transportation and Distribution"
1.95,"Blank",1907,1,5,1427,2,"3","Visa","Manager","Customer Service"
2.95,"Blank",2087,1,5,1986,2,"16","Visa","Entry Level","Business"
1.95,"F",1640,1,3,2108,4,"3","Visa","Experienced","Computers and Technology"
41.85,"Blank",2440,1,1,2480,5,"3","Visa","Experienced","Telecommunications and Wireless"
72.85,"Blank",2186,3,9,2281,4,"3","Visa","Experienced","Banking and Financial Services"
2.95,"Blank",3477,3,2,4759,2,"16","Mastercard","Experienced","Real Estate"
2.95,"Blank",1611,1,6,2592,7,"3","Visa","Experienced","Legal"
16.61,"Blank",1375,1,15,4672,4,"3","Visa","Experienced","Transportation and Distribution"
5.9,"Blank",2173,1,7,2485,2,"3","Visa","Experienced","Pharmacy"
1.95,"Blank",1424,2,3,6859,1,"3","Mastercard","Executive","Education and Training"
5.9,"Blank",1935,4,8,1297,4,"3","Mastercard","Experienced","Computers and Technology"
82.8,"F",1786,6,7,1650,3,"3","Visa","Experienced","Administrative Support"
178.7,"Blank",2205,11,6,1428,3,"3","Visa","Experienced","Installation and Maintenance"
4.13,"Blank",2753,1,4,2442,3,"3","Visa","Manager","Administrative Support"
95.4,"Blank",2058,3,7,3440,1,"16","Visa","Experienced","Skilled Trades"
41.75,"Blank",1542,2,2,1788,1,"3","Mastercard","Entry Level","Administrative Support"
1,"Blank",2529,1,1,5217,1,"16","Visa","Experienced","Administrative Support"
45.8,"Blank",1821,1,3,818,1,"3","Visa","Manager","Banking and Financial Services"
3.95,"Blank",2303,6,9,1882,1,"3","Visa","Experienced","Nursing"
1.95,"Blank",1611,2,1,2042,2,"3","Visa","Experienced","Pharmacy"
1.95,"Blank",2193,1,2,2273,6,"3","Visa","Experienced","Installation and Maintenance"
5.9,"Blank",2439,1,4,3546,1,"3","Visa","Student","Customer Service"
0.95,"Blank",1848,1,3,4132,2,"3","Visa","Experienced","Customer Service"
1.95,"Blank",1362,1,2,1568,4,"3","Visa","Entry Level","Marketing, Advertising and PR"
37.9,"Blank",1607,4,3,3716,1,"3","Mastercard","Experienced","Business"
2.95,"M",2194,1,2,2057,9,"3","Visa","Experienced","Sales"
1.95,"F",2228,2,2,4283,4,"3","Mastercard","Entry Level","Psychology"
38.9,"Blank",2900,9,58,2539,93,"7","Visa","Experienced","Legal"
4.9,"Blank",2214,5,4,2384,8,"4","Visa","Experienced","Customer Service"
104.85,"Blank",2155,11,8,2339,5,"3","Visa","Experienced","Social Sciences"
2.95,"Blank",3010,8,8,3575,8,"4","Mastercard","Experienced","Nursing"
1.95,"Blank",1305,1,3,1023,3,"3","Visa","Student","Construction"
2.95,"Blank",1691,2,4,2120,2,"3","Mastercard","Experienced","Healthcare"
12.9,"Blank",1665,7,11,1149,6,"3","Visa","Experienced","Healthcare"
282.55,"Blank",4089,4,4,1813,56,"3","Mastercard","Experienced","Performing Arts"
6.75,"Blank",2976,7,8,2318,27,"13","Visa","Experienced","Computers and Technology"
98.35,"M",3063,6,10,2325,10,"3","Visa","Student","Management"
2.95,"Blank",2318,1,2,5790,5,"18","Mastercard","Manager","Healthcare"
38.75,"Blank",2739,1,3,2429,3,"3","Visa","Entry Level","Community and Public Service"
43.7,"F",3839,5,7,4180,69,"7","Visa","Experienced","Nursing"
2.95,"Blank",2217,3,3,2314,1,"3","Visa","Experienced","Administrative Support"
11.1,"Blank",4116,5,5,6296,2,"3","Mastercard","Executive","Education and Training"
1.95,"Blank",1091,1,2,1097,3,"3","Visa","Experienced","Healthcare"
41.75,"Blank",2183,2,5,3485,2,"3","Visa","Manager","Entertainment and Media"
1.95,"Blank",2213,1,2,2880,2,"3","Mastercard","Experienced","Nursing"
81.55,"Blank",1642,1,3,2340,1,"3","Mastercard","Experienced","Retail"
498.2,"Blank",2428,7,90,3015,48,"16","Visa","Experienced","Administrative Support"
80.55,"Blank",1475,2,4,2407,1,"3","Visa","Experienced","Food and Beverage"
74.55,"Blank",2259,4,8,4336,12,"3","Mastercard","Entry Level","Administrative Support"
81.55,"Blank",2188,1,1,3085,4,"3","Mastercard","Manager","Banking and Financial Services"
37.9,"Blank",1454,1,4,2372,1,"3","Mastercard","Experienced","Education and Training"
54.75,"M",4743,48,101,3716,10,"3","Mastercard","Student","Food and Beverage"
1.95,"Blank",1393,3,3,3140,12,"3","Visa","Experienced","Business"
5.9,"Blank",2845,4,2,2245,10,"3","Visa","Student","Customer Service"
2.95,"F",1492,1,3,6691,3,"3","Mastercard","Experienced","Healthcare"
2.95,"Blank",2005,3,5,922,8,"10","Visa","Experienced","Customer Service"
3.95,"Blank",58,3,2,4608,3,"11","Mastercard","Manager","Management"
104.85,"Blank",1721,2,2,4431,5,"3","Visa","Experienced","Administrative Support"
249.6,"Blank",1244,1,5,2620,4,"8","Visa","Entry Level","Nursing"
4.9,"Blank",1889,1,8,788,18,"3","Visa","Experienced","Accounting and Finance"
108.8,"Blank",1754,1,5,1855,4,"16","Visa","Experienced","Nursing"
2.95,"Blank",2552,1,22,4809,9,"3","Visa","Experienced","Education and Training"
3.9,"Blank",1465,1,8,1018,1,"3","Mastercard","Entry Level","Administrative Support"
1.95,"Blank",2195,1,15,2033,4,"8","Visa","Entry Level","Administrative Support"
104.85,"Blank",2164,3,4,3818,49,"3","Visa","Experienced","Nursing"
178.7,"Blank",1931,1,2,1543,4,"20","Visa","Entry Level","Administrative Support"
5.85,"Blank",1507,1,3,3360,3,"3","Visa","Experienced","Healthcare"
43.7,"Blank",2180,2,7,1487,2,"3","Mastercard","Student","Education and Training"
5.9,"Blank",1406,2,3,3019,2,"9","Visa","Experienced","Administrative Support"
41.75,"M",933,1,1,2692,3,"3","American Express","Manager","Sales"
2.95,"Blank",2772,3,3,1999,1,"16","Visa","Experienced","Education and Training"
38.9,"Blank",2224,3,4,3544,7,"16","Visa","Experienced","Insurance"
34.95,"Blank",2181,2,3,3544,14,"3","Visa","Entry Level","Administrative Support"
41.75,"Blank",1160,1,2,925,9,"6","Visa","Entry Level","Administrative Support"
1.95,"M",2239,2,5,2274,4,"3","Visa","Experienced","Business"
212.65,"Blank",1053,5,23,1943,7,"3","Visa","Entry Level","Personal Services"
1.95,"Blank",2251,8,16,1713,1,"3","Visa","Experienced","Retail"
2.95,"Blank",2979,5,2,3617,2,"3","Visa","Entry Level","Accounting and Finance"
74.55,"Blank",2548,1,3,7267,4,"16","Visa","Experienced","Social Sciences"
38.85,"Blank",1174,1,4,3177,29,"3","Mastercard","Manager","Retail"
36.9,"Blank",1604,6,9,912,13,"3","Visa","Experienced","Beauty and Spa"
212.65,"Blank",2830,2,5,3882,4,"3","Visa","Manager","Education and Training"
38.9,"Blank",2214,3,4,2149,24,"3","Mastercard","Experienced","Community and Public Service"
1.95,"Blank",1521,2,3,3606,7,"7","Visa","Entry Level","Retail"
1.95,"Blank",2202,2,1,1930,4,"3","Mastercard","Entry Level","Administrative Support"
5.34,"F",1607,1,3,2893,8,"10","Visa","Manager","Food and Beverage"
41.75,"Blank",1869,1,5,2366,5,"3","Mastercard","Experienced","Education and Training"
1.95,"Blank",0,1,10,1639,1,"16","Visa","Entry Level","Nursing"
74.55,"Blank",2113,1,10,644,12,"3","Visa","Entry Level","Pharmacy"
142.75,"Blank",1879,1,5,1820,5,"3","Visa","Entry Level","Healthcare"
1.95,"Blank",2794,1,1,3944,4,"3","Visa","Experienced","Construction"
14.95,"Blank",2728,4,5,2547,9,"11","American Express","Experienced","Administrative Support"
38.75,"Blank",1577,3,2,3193,2,"16","Visa","Experienced","Pharmacy"
41.75,"Blank",2187,1,2,1112,5,"3","Visa","Manager","Construction"
2.95,"Blank",2381,3,5,2343,1,"16","Visa","Entry Level","Art, Fashion and Design"
3.95,"F",2123,2,5,2044,1,"3","Mastercard","Experienced","Customer Service"
1.95,"Blank",2221,1,1,6437,21,"3","Mastercard","Experienced","Healthcare"
1.95,"Blank",1534,1,3,1420,5,"5","Visa","Entry Level","Skilled Trades"
5.9,"Blank",2282,1,1,7186,2,"15","Visa","Experienced","Administrative Support"
121.35,"Blank",2213,2,5,7066,6,"3","Mastercard","Executive","Science"
2.95,"Blank",1806,1,2,1863,7,"17","Visa","Entry Level","Nursing"
40.85,"Blank",1899,2,3,1594,1,"3","Visa","Entry Level","Nursing"
1.95,"Blank",2008,3,7,1966,1,"3","Visa","Entry Level","Administrative Support"
34.95,"Blank",1605,1,1,2335,9,"3","Visa","Manager","Food and Beverage"
6.85,"Blank",1579,1,12,1242,2,"3","Visa","Entry Level","Customer Service"
2.95,"Blank",1601,1,2,983,1,"3","Visa","Student","Retail"
178.7,"Blank",2189,7,8,1762,1,"3","Mastercard","Experienced","Childcare"
39.85,"Blank",2847,2,10,1409,3,"3","Mastercard","Experienced","Food and Beverage"
1.95,"Blank",2211,1,4,3342,7,"3","Visa","Entry Level","Nursing"
1.95,"Blank",1364,1,1,2567,1,"3","Visa","Entry Level","Banking and Financial Services"
38.75,"Blank",2869,2,3,1898,1,"3","Mastercard","Experienced","Customer Service"
1.95,"Blank",2205,1,7,1024,4,"3","Visa","Entry Level","Skilled Trades"
2.95,"Blank",2195,2,7,1305,1,"3","Visa","Experienced","Sales"
2.95,"Blank",2279,2,4,2615,8,"3","Mastercard","Experienced","Food and Beverage"
73.85,"M",2316,7,17,1372,2,"3","Mastercard","Experienced","Construction"
34.95,"Blank",2157,4,7,460,9,"3","Visa","Experienced","Government"
74.55,"Blank",2462,3,3,2766,16,"16","Visa","Entry Level","Nursing"
1.95,"Blank",2199,1,4,1067,1,"3","Mastercard","Experienced","Healthcare"
1.95,"Blank",2189,1,1,3457,8,"3","Visa","Experienced","Nursing"
9.06,"Blank",2188,1,1,2007,1,"3","Mastercard","Experienced","Manufacturing and Production"
2.95,"Blank",2390,1,2,1849,12,"3","Visa","Experienced","Computers and Technology"
240.75,"Blank",1146,1,6,1672,7,"3","Mastercard","Student","Business"
38.75,"Blank",2332,1,1,2409,3,"16","Visa","Entry Level","Legal"
1.95,"Blank",1585,1,1,5368,7,"3","Discover","Experienced","Psychology"
2.95,"Blank",1546,1,2,1988,1,"3","Visa","Entry Level","Nursing"
5.9,"Blank",2200,1,3,3074,1,"3","Visa","Experienced","Food and Beverage"
2.95,"F",2079,3,4,1231,9,"3","Mastercard","Entry Level","Social Sciences"
38.75,"Blank",1457,1,3,1110,3,"17","Visa","Experienced","Sports"
211.65,"Blank",3161,4,2,2070,16,"3","Visa","Student","Food and Beverage"
214.65,"Blank",1803,1,11,1547,6,"6","Mastercard","Experienced","Construction"
75.8,"Blank",2186,4,8,605,3,"3","Visa","Manager","Installation and Maintenance"
240.75,"Blank",1620,2,5,3936,11,"5","American Express","Experienced","Fitness and Recreation"
36.9,"Blank",2174,3,6,1578,7,"3","Visa","Experienced","Computers and Technology"
1.95,"Blank",1628,2,1,3849,2,"19","Visa","Manager","Administrative Support"
86.64,"Blank",2169,4,11,2310,9,"3","Visa","Student","Administrative Support"
2.95,"Blank",2037,1,10,1112,6,"3","Visa","Experienced","Healthcare"
2.95,"F",2407,1,5,740,3,"3","Visa","Entry Level","Healthcare"
108.8,"Blank",1468,1,3,945,3,"3","Visa","Entry Level","Pharmacy"
1.95,"Blank",2199,4,16,752,17,"6","Visa","Manager","Retail"
41.8,"Blank",2238,8,7,2210,9,"3","Visa","Manager","Healthcare"
1.95,"Blank",1522,3,3,3272,2,"3","Visa","Experienced","Customer Service"
1.95,"Blank",1570,1,5,2045,7,"3","Mastercard","Experienced","Manufacturing and Production"
37.9,"Blank",1296,1,4,3181,4,"3","Mastercard","Manager","Sales"
253.55,"Blank",2744,1,1,3554,1,"16","Mastercard","Manager","Engineering"
81.55,"F",1671,1,4,7987,6,"4","Visa","Experienced","Administrative Support"
244.65,"Blank",1904,3,5,1901,14,"3","Visa","Experienced","Accounting and Finance"
44.5,"Blank",1006,1,3,2934,2,"3","Visa","Experienced","Food and Beverage"
2.95,"Blank",2181,6,21,615,5,"3","Visa","Experienced","Retail"
2.95,"F",2004,2,1,3593,7,"3","Visa","Manager","Management"
1.95,"Blank",2235,1,2,3801,5,"5","Mastercard","Experienced","Engineering"
457.3,"F",2100,7,9,3482,7,"7","Mastercard","Manager","Sales"
3.95,"Blank",2415,2,12,1214,28,"4","Visa","Experienced","Nursing"
41.75,"Blank",1645,1,2,5167,10,"3","Mastercard","Experienced","Education and Training"
69.9,"Blank",1572,1,3,1765,3,"9","Visa","Experienced","Sales"
2.95,"Blank",2854,3,2,2691,2,"3","Visa","Experienced","Retail"
1.95,"Blank",2177,1,1,2094,2,"3","Visa","Student","Education and Training"
212.65,"Blank",2146,6,5,2673,14,"3","Visa","Entry Level","Management"
36.9,"Blank",2191,3,2,1281,7,"3","Visa","Entry Level","Sales"
1.95,"Blank",3226,1,4,2558,2,"11","Visa","Executive","Human Resources"
7.85,"Blank",2156,3,5,2013,2,"3","Mastercard","Experienced","Healthcare"
2.95,"Blank",3027,2,6,4247,4,"3","Visa","Experienced","Transportation and Distribution"
1.95,"Blank",2187,1,1,2498,4,"3","Visa","Entry Level","Sales"
141.75,"Blank",2190,7,7,3497,10,"9","Mastercard","Experienced","Transportation and Distribution"
5.9,"F",2321,4,3,1437,5,"3","Visa","Experienced","Education and Training"
174.75,"Blank",2050,1,4,1441,3,"3","Visa","Entry Level","Food and Beverage"
121.35,"Blank",1421,1,1,3204,3,"3","Visa","Student","Marketing, Advertising and PR"
1.95,"Blank",2210,2,4,1876,1,"3","Visa","Manager","Retail"
1.95,"Blank",2195,3,4,1890,5,"3","Visa","Experienced","Manufacturing and Production"
1.95,"Blank",1609,1,2,1255,3,"3","Visa","Experienced","Administrative Support"
68.6,"Blank",1969,4,8,973,12,"3","Visa","Experienced","Accounting and Finance"
5.9,"Blank",2214,5,5,2482,2,"3","Visa","Experienced","Healthcare"
2.95,"Blank",2629,6,4,5193,4,"3","Visa","Experienced","Healthcare"
22.85,"Blank",1522,1,3,5635,3,"3","Visa","Manager","Management"
81.55,"Blank",1477,2,4,480,1,"3","Mastercard","Student","Business"
86.45,"Blank",1058,1,4,1557,2,"3","Mastercard","Entry Level","Customer Service"
424.35,"Blank",1562,1,8,1680,3,"3","Visa","Experienced","Administrative Support"
1.95,"Blank",1392,1,2,1304,2,"3","Visa","Experienced","Real Estate"
36.9,"Blank",2086,1,2,1034,4,"3","Mastercard","Experienced","Administrative Support"
73.7,"Blank",1385,1,2,1638,4,"3","Visa","Student","Banking and Financial Services"
107.8,"Blank",3134,2,4,4443,1,"3","Mastercard","Manager","Community and Public Service"
181.65,"Blank",2184,10,11,1455,10,"3","Mastercard","Experienced","Accounting and Finance"
1,"Blank",1798,1,2,1338,3,"3","Visa","Entry Level","Human Resources"
1.95,"Blank",2199,1,2,3688,2,"3","Mastercard","Experienced","Law Enforcement and Security"
1.95,"Blank",1862,5,2,1940,2,"3","Visa","Experienced","Business"
41.75,"Blank",1358,1,3,1877,18,"3","Visa","Experienced","Customer Service"
1.95,"Blank",1998,1,2,2934,3,"3","Mastercard","Experienced","Education and Training"
1.95,"Blank",875,1,2,3522,1,"3","Visa","Manager","Food and Beverage"
3.95,"Blank",2999,1,2,1909,1,"16","Visa","Entry Level","Healthcare"
43.7,"Blank",2185,1,3,4685,11,"3","Visa","Entry Level","Customer Service"
1.95,"Blank",2705,4,4,2264,11,"10","Mastercard","Student","Nursing"
37.9,"Blank",2319,1,6,2277,3,"3","Discover","Manager","Healthcare"
95.4,"F",2183,1,2,3754,10,"3","Visa","Manager","Customer Service"
1.95,"Blank",1845,1,3,865,1,"3","Visa","Manager","Management"
110.5,"Blank",2298,1,3,2931,3,"3","Visa","Experienced","Nursing"
1.95,"Blank",1446,1,1,1587,1,"3","Visa","Entry Level","Government"
1,"Blank",1617,2,1,5417,14,"3","Mastercard","Student","Childcare"
4.9,"Blank",2841,1,3,2838,4,"9","Mastercard","Experienced","Customer Service"
35.95,"Blank",2854,3,5,643,11,"12","Visa","Entry Level","Banking and Financial Services"
1.95,"Blank",2472,2,6,1737,1,"3","American Express","Experienced","Education and Training"
1.95,"Blank",1077,1,18,1202,21,"3","Visa","Student","Customer Service"
95.4,"Blank",2183,25,416,1795,193,"3","Visa","Experienced","Marketing, Advertising and PR"
82.45,"Blank",2511,1,8,1193,8,"3","Visa","Experienced","Food and Beverage"
2.95,"M",2386,8,21,2863,25,"3","Visa","Student","Computers and Technology"
1.95,"Blank",2225,3,4,1826,1,"3","Visa","Experienced","Healthcare"
1.95,"Blank",2176,5,6,2063,8,"3","Visa","Entry Level","Accounting and Finance"
282.55,"Blank",2194,2,11,1342,3,"11","Visa","Entry Level","Education and Training"
2.95,"Blank",3104,1,1,5316,1,"3","Mastercard","Manager","Accounting and Finance"
107.8,"F",2165,3,3,5632,1,"3","Mastercard","Experienced","Beauty and Spa"
3.95,"Blank",2207,4,6,1822,2,"3","Visa","Experienced","Manufacturing and Production"
7.64,"Blank",2193,1,2,1753,7,"3","Mastercard","Experienced","Food and Beverage"
2.95,"Blank",1450,3,3,716,3,"3","Mastercard","Entry Level","Beauty and Spa"
160,"Blank",1591,1,5,1980,4,"3","Mastercard","Entry Level","Insurance"
2.95,"Blank",2856,5,8,1238,11,"4","Visa","Experienced","Skilled Trades"
161.15,"Blank",3163,3,4,1936,15,"3","Visa","Experienced","Sales"
2.95,"Blank",2188,2,6,4914,3,"3","Visa","Manager","Banking and Financial Services"
80.6,"Blank",1393,1,3,1573,7,"3","Visa","Experienced","Customer Service"
41.75,"Blank",1307,1,4,3244,2,"8","Visa","Experienced","Administrative Support"
45.8,"Blank",2364,3,13,880,14,"4","Visa","Entry Level","Nursing"
6.85,"Blank",1797,2,6,2766,2,"3","Visa","Experienced","Beauty and Spa"
1.95,"Blank",2222,3,4,1641,1,"3","Mastercard","Entry Level","Construction"
247.6,"Blank",2055,2,8,1908,2,"3","Visa","Entry Level","Administrative Support"
